,0,1,2,3,4,5,Coach,URL,TM,Season
4425,50,us US,"Apr 3, 1963",Pitching,Apr 1,Sep 29,Chris Bosio,/players/b/bosioch01.shtml,CHC,2013
4426,55,us US,"Jun 17, 1958",Bullpen,Apr 1,Sep 29,Les Strode,/register/player.fcgi?id=strode001jam,CHC,2013
4427,63,ca CA,"Mar 14, 1950",First base,Apr 1,Sep 29,Dave McKay,/players/m/mckayda01.shtml,CHC,2013
4428,40,us US,"Sep 14, 1972",Third base,Apr 1,Sep 29,David Bell,/players/b/bellda01.shtml,CHC,2013
4429,48,us US,"Nov 23, 1963",Manager,Apr 5,Oct 3,Dale Sveum,/players/s/sveumda01.shtml,CHC,2012
4430,57,us US,"Oct 22, 1954",Bench,Apr 5,Oct 3,Jamie Quirk,/players/q/quirkja01.shtml,CHC,2012
4431,61,us US,"Sep 20, 1950",Hitting,Apr 5,Jun 12,Rudy Jaramillo,/register/player.fcgi?id=jarami001rud,CHC,2012
4432,35,us US,"Sep 12, 1976",Hitting,Jun 13,Oct 3,James Rowson,/register/player.fcgi?id=rowson001jam,CHC,2012
4433,49,us US,"Apr 3, 1963",Pitching,Apr 5,Oct 3,Chris Bosio,/players/b/bosioch01.shtml,CHC,2012
4434,54,us US,"Jun 17, 1958",Bullpen,Apr 5,Oct 3,Les Strode,/register/player.fcgi?id=strode001jam,CHC,2012
4435,62,ca CA,"Mar 14, 1950",First base,Apr 5,Oct 3,Dave McKay,/players/m/mckayda01.shtml,CHC,2012
4436,44,us US,"Sep 12, 1967",Third base,Apr 5,Oct 3,Pat Listach,/players/l/listapa01.shtml,CHC,2012
4437,54,us US,"Mar 12, 1957",Manager,Apr 1,Sep 28,Mike Quade,/managers/quademi99.shtml,CHC,2011
4438,43,us US,"Sep 12, 1967",Bench,Apr 1,Sep 28,Pat Listach,/players/l/listapa01.shtml,CHC,2011
4439,60,us US,"Sep 20, 1950",Hitting,Apr 1,Sep 28,Rudy Jaramillo,/register/player.fcgi?id=jarami001rud,CHC,2011
4440,54,us US,"Jan 23, 1957",Pitching,Apr 1,Sep 28,Mark Riggins,/register/player.fcgi?id=riggin001mar,CHC,2011
4441,53,us US,"Jun 17, 1958",Bullpen,Apr 1,Sep 28,Les Strode,/register/player.fcgi?id=strode001jam,CHC,2011
4442,54,us US,"Jan 5, 1957",First base,Apr 1,Sep 28,Bob Dernier,/players/d/dernibo01.shtml,CHC,2011
4443,58,pr PR,"Jan 9, 1953",Third base,Apr 1,Sep 28,Ivan de Jesus,/players/d/dejesiv01.shtml,CHC,2011
4444,66,us US,"Aug 28, 1943",Manager,Apr 5,Aug 22,Lou Piniella,/managers/pinielo01.shtml,CHC,2010
4445,53,us US,"Mar 12, 1957",Manager,Aug 23,Oct 3,Mike Quade,/managers/quademi99.shtml,CHC,2010
4446,52,us US,"Feb 21, 1958",Bench,Apr 5,Oct 3,Alan Trammell,/players/t/trammal01.shtml,CHC,2010
4447,59,us US,"Sep 20, 1950",Hitting,Apr 5,Oct 3,Rudy Jaramillo,/register/player.fcgi?id=jarami001rud,CHC,2010
4448,56,us US,"Mar 12, 1954",Pitching,Apr 5,Oct 3,Larry Rothschild,/managers/rothsla01.shtml,CHC,2010
4449,52,us US,"Jun 17, 1958",Bullpen,Apr 5,Oct 3,Les Strode,/register/player.fcgi?id=strode001jam,CHC,2010
4450,57,pr PR,"Jan 9, 1953",First base,Apr 5,Aug 22,Ivan de Jesus,/players/d/dejesiv01.shtml,CHC,2010
4451,53,us US,"Jan 5, 1957",First base,Aug 23,Oct 3,Bob Dernier,/players/d/dernibo01.shtml,CHC,2010
4452,53,us US,"Mar 12, 1957",Third base,Apr 5,Aug 22,Mike Quade,/managers/quademi99.shtml,CHC,2010
4453,57,pr PR,"Jan 9, 1953",Third base,Aug 23,Oct 3,Ivan de Jesus,/players/d/dejesiv01.shtml,CHC,2010
4454,50,us US,"Mar 22, 1960",Coach,Apr 5,Oct 3,Matt Sinatro,/players/s/sinatma01.shtml,CHC,2010
4455,65,us US,"Aug 28, 1943",Manager,Apr 6,Oct 4,Lou Piniella,/managers/pinielo01.shtml,CHC,2009
4456,51,us US,"Feb 21, 1958",Bench,Apr 6,Oct 4,Alan Trammell,/players/t/trammal01.shtml,CHC,2009
4457,48,us US,"Oct 30, 1960",Hitting,Apr 6,Jun 13,Gerald Perry,/players/p/perryge01.shtml,CHC,2009
4458,61,us US,"May 1, 1948",Hitting,Jun 14,Oct 4,Von Joshua,/players/j/joshuvo01.shtml,CHC,2009
4459,55,us US,"Mar 12, 1954",Pitching,Apr 6,Oct 4,Larry Rothschild,/managers/rothsla01.shtml,CHC,2009
4460,51,us US,"Jun 17, 1958",Bullpen,Apr 6,Oct 4,Les Strode,/register/player.fcgi?id=strode001jam,CHC,2009
4461,49,us US,"Mar 22, 1960",First base,Apr 6,Oct 4,Matt Sinatro,/players/s/sinatma01.shtml,CHC,2009
4462,52,us US,"Mar 12, 1957",Third base,Apr 6,Oct 4,Mike Quade,/managers/quademi99.shtml,CHC,2009
4463,64,us US,"Aug 28, 1943",Manager,Mar 31,Sep 28,Lou Piniella,/managers/pinielo01.shtml,CHC,2008
4464,50,us US,"Feb 21, 1958",Bench,Mar 31,Sep 28,Alan Trammell,/players/t/trammal01.shtml,CHC,2008
4465,47,us US,"Oct 30, 1960",Hitting,Mar 31,Sep 28,Gerald Perry,/players/p/perryge01.shtml,CHC,2008
4466,54,us US,"Mar 12, 1954",Pitching,Mar 31,Sep 28,Larry Rothschild,/managers/rothsla01.shtml,CHC,2008
4467,50,us US,"Jun 17, 1958",Bullpen,Mar 31,Sep 28,Les Strode,/register/player.fcgi?id=strode001jam,CHC,2008
4468,48,us US,"Mar 22, 1960",First base,Mar 31,Sep 28,Matt Sinatro,/players/s/sinatma01.shtml,CHC,2008
4469,51,us US,"Mar 12, 1957",Third base,Mar 31,Sep 28,Mike Quade,/managers/quademi99.shtml,CHC,2008
4470,63,us US,"Aug 28, 1943",Manager,Apr 2,Sep 30,Lou Piniella,/managers/pinielo01.shtml,CHC,2007
4471,49,us US,"Feb 21, 1958",Bench,Apr 2,Sep 30,Alan Trammell,/players/t/trammal01.shtml,CHC,2007
4472,46,us US,"Oct 30, 1960",Hitting,Apr 2,Sep 30,Gerald Perry,/players/p/perryge01.shtml,CHC,2007
4473,53,us US,"Mar 12, 1954",Pitching,Apr 2,Sep 30,Larry Rothschild,/managers/rothsla01.shtml,CHC,2007
4474,49,us US,"Jun 17, 1958",Bullpen,Apr 2,Sep 30,Les Strode,/register/player.fcgi?id=strode001jam,CHC,2007
4475,47,us US,"Mar 22, 1960",First base,Apr 2,Sep 30,Matt Sinatro,/players/s/sinatma01.shtml,CHC,2007
4476,50,us US,"Mar 12, 1957",Third base,Apr 2,Sep 30,Mike Quade,/managers/quademi99.shtml,CHC,2007
4477,57,us US,"Jun 15, 1949",Manager,Apr 3,Oct 1,Dusty Baker,/players/b/bakerdu01.shtml,CHC,2006
4478,55,us US,"Oct 13, 1950",Bench,Apr 3,Oct 1,Dick Pole,/players/p/poledi01.shtml,CHC,2006
4479,59,us US,"Oct 6, 1946",Hitting,Apr 3,Oct 1,Gene Clines,/players/c/clinege01.shtml,CHC,2006
4480,52,us US,"Mar 12, 1954",Pitching,Apr 3,Oct 1,Larry Rothschild,/managers/rothsla01.shtml,CHC,2006
4481,44,pr PR,"May 16, 1962",Bullpen,Apr 3,Oct 1,Juan Lopez,/register/player.fcgi?id=lopez-001jua,CHC,2006
4482,55,us US,"Jul 5, 1950",First base,Apr 3,Oct 1,Gary Matthews,/players/m/matthga01.shtml,CHC,2006
4483,56,us US,"Jun 28, 1950",Third base,Apr 3,Oct 1,Chris Speier,/players/s/speiech01.shtml,CHC,2006
4484,49,us US,"Mar 12, 1957",Third base,Jul 20,Jul 28,Mike Quade,/managers/quademi99.shtml,CHC,2006
4485,56,us US,"Jun 15, 1949",Manager,Apr 4,Oct 2,Dusty Baker,/players/b/bakerdu01.shtml,CHC,2005
4486,54,us US,"Oct 13, 1950",Bench,Apr 4,Oct 2,Dick Pole,/players/p/poledi01.shtml,CHC,2005
4487,58,us US,"Oct 6, 1946",Hitting,Apr 4,Oct 2,Gene Clines,/players/c/clinege01.shtml,CHC,2005
4488,51,us US,"Mar 12, 1954",Pitching,Apr 4,Oct 2,Larry Rothschild,/managers/rothsla01.shtml,CHC,2005
4489,43,pr PR,"May 16, 1962",Bullpen,Apr 4,Oct 2,Juan Lopez,/register/player.fcgi?id=lopez-001jua,CHC,2005
4490,54,us US,"Jul 5, 1950",First base,Apr 4,Oct 2,Gary Matthews,/players/m/matthga01.shtml,CHC,2005
4491,55,us US,"Jun 28, 1950",Third base,Apr 4,Oct 2,Chris Speier,/players/s/speiech01.shtml,CHC,2005
4492,55,us US,"Jun 15, 1949",Manager,Apr 5,Oct 3,Dusty Baker,/players/b/bakerdu01.shtml,CHC,2004
4493,53,us US,"Oct 13, 1950",Bench,Apr 5,Oct 3,Dick Pole,/players/p/poledi01.shtml,CHC,2004
4494,53,us US,"Jul 5, 1950",Hitting,Apr 5,Oct 3,Gary Matthews,/players/m/matthga01.shtml,CHC,2004
4495,50,us US,"Mar 12, 1954",Pitching,Apr 5,Oct 3,Larry Rothschild,/managers/rothsla01.shtml,CHC,2004
4496,42,pr PR,"May 16, 1962",Bullpen,Apr 5,Oct 3,Juan Lopez,/register/player.fcgi?id=lopez-001jua,CHC,2004
4497,57,us US,"Oct 6, 1946",First base,Apr 5,Oct 3,Gene Clines,/players/c/clinege01.shtml,CHC,2004
4498,54,us US,"Mar 9, 1950",Third base,Apr 5,Oct 3,Wendell Kim,/register/player.fcgi?id=kim---001wen,CHC,2004
4499,54,us US,"Jun 15, 1949",Manager,Mar 31,Sep 28,Dusty Baker,/players/b/bakerdu01.shtml,CHC,2003
4500,52,us US,"Oct 13, 1950",Bench,Mar 31,Sep 28,Dick Pole,/players/p/poledi01.shtml,CHC,2003
4501,52,us US,"Jul 5, 1950",Hitting,Mar 31,Sep 28,Gary Matthews,/players/m/matthga01.shtml,CHC,2003
4502,49,us US,"Mar 12, 1954",Pitching,Mar 31,Sep 28,Larry Rothschild,/managers/rothsla01.shtml,CHC,2003
4503,41,pr PR,"May 16, 1962",Bullpen,Mar 31,Sep 28,Juan Lopez,/register/player.fcgi?id=lopez-001jua,CHC,2003
4504,56,us US,"Oct 6, 1946",First base,Mar 31,Sep 28,Gene Clines,/players/c/clinege01.shtml,CHC,2003
4505,53,us US,"Mar 9, 1950",Third base,Mar 31,Sep 28,Wendell Kim,/register/player.fcgi?id=kim---001wen,CHC,2003
4506,53,us US,"Jun 28, 1949",Manager,Apr 1,Jul 4,Don Baylor,/players/b/baylodo01.shtml,CHC,2002
4507,57,us US,"May 4, 1945",Manager,Jul 5,Jul 5,Rene Lachemann,/managers/lachere01.shtml,CHC,2002
4508,51,us US,"Jun 29, 1951",Manager,Jul 6,Sep 29,Bruce Kimm,/players/k/kimmbr01.shtml,CHC,2002
4509,57,us US,"May 4, 1945",Bench,Apr 1,Sep 29,Rene Lachemann,/managers/lachere01.shtml,CHC,2002
4510,55,us US,"Sep 18, 1946",Hitting,Apr 1,Sep 29,Jeff Pentland,/register/player.fcgi?id=pentla001jef,CHC,2002
4511,48,us US,"Mar 12, 1954",Pitching,Apr 1,Sep 29,Larry Rothschild,/managers/rothsla01.shtml,CHC,2002
4512,43,us US,"Sep 15, 1958",Bullpen,Apr 1,Sep 29,Rick Kranitz,/register/player.fcgi?id=kranit001ric,CHC,2002
4513,58,pr PR,"Oct 19, 1943",First base,Apr 1,Sep 29,Sandy Alomar,/players/a/alomasa01.shtml,CHC,2002
4514,48,us US,"Feb 6, 1954",Third base,Apr 1,Sep 29,Dave Bialas,/register/player.fcgi?id=bialas001dav,CHC,2002
4515,45,us US,"Sep 22, 1956",Third base,Apr 1,Sep 29,Gene Glynn,/register/player.fcgi?id=glynn-001eug,CHC,2002
4516,52,us US,"Jun 28, 1949",Manager,Apr 2,Oct 7,Don Baylor,/players/b/baylodo01.shtml,CHC,2001
4517,56,us US,"May 4, 1945",Bench,Apr 2,Oct 7,Rene Lachemann,/managers/lachere01.shtml,CHC,2001
4518,54,us US,"Sep 18, 1946",Hitting,Apr 2,Oct 7,Jeff Pentland,/register/player.fcgi?id=pentla001jef,CHC,2001
4519,44,us US,"Mar 21, 1957",Pitching,Apr 2,Oct 7,Oscar Acosta,/register/player.fcgi?id=acosta001osc,CHC,2001
4520,57,pr PR,"Oct 19, 1943",Bullpen,Apr 2,Oct 7,Sandy Alomar,/players/a/alomasa01.shtml,CHC,2001
4521,63,us US,"Jun 15, 1938",First base,Apr 2,Oct 7,Billy Williams,/players/w/willibi01.shtml,CHC,2001
4522,44,us US,"Sep 22, 1956",Third base,Apr 2,Oct 7,Gene Glynn,/register/player.fcgi?id=glynn-001eug,CHC,2001
4523,51,us US,"Jun 28, 1949",Manager,Mar 29,Oct 1,Don Baylor,/players/b/baylodo01.shtml,CHC,2000
4524,55,us US,"May 4, 1945",Bench,Mar 29,Oct 1,Rene Lachemann,/managers/lachere01.shtml,CHC,2000
4525,53,us US,"Sep 18, 1946",Hitting,Mar 29,Oct 1,Jeff Pentland,/register/player.fcgi?id=pentla001jef,CHC,2000
4526,43,us US,"Mar 21, 1957",Pitching,Mar 29,Oct 1,Oscar Acosta,/register/player.fcgi?id=acosta001osc,CHC,2000
4527,56,pr PR,"Oct 19, 1943",Bullpen,Mar 29,Oct 1,Sandy Alomar,/players/a/alomasa01.shtml,CHC,2000
4528,62,us US,"Jun 15, 1938",First base,Mar 29,Oct 1,Billy Williams,/players/w/willibi01.shtml,CHC,2000
4529,43,us US,"Sep 22, 1956",Third base,Mar 29,Oct 1,Gene Glynn,/register/player.fcgi?id=glynn-001eug,CHC,2000
4530,46,us US,"Nov 9, 1952",Manager,Apr 6,Oct 3,Jim Riggleman,/managers/rigglji99.shtml,CHC,1999
4531,61,us US,"Jun 15, 1938",Bench,Apr 6,Oct 3,Billy Williams,/players/w/willibi01.shtml,CHC,1999
4532,52,us US,"Sep 18, 1946",Hitting,Apr 6,Oct 3,Jeff Pentland,/register/player.fcgi?id=pentla001jef,CHC,1999
4533,46,us US,"Mar 4, 1953",Pitching,Apr 6,Oct 3,Marty DeMerritt,/register/player.fcgi?id=demerr001mar,CHC,1999
4534,45,us US,"Feb 6, 1954",Bullpen,Apr 6,Oct 3,Dave Bialas,/register/player.fcgi?id=bialas001dav,CHC,1999
4535,48,us US,"Aug 24, 1950",First base,Apr 6,Oct 3,Dan Radison,/register/player.fcgi?id=radiso001dan,CHC,1999
4536,51,,"Feb 28, 1948",Third base,Apr 6,Oct 3,Tom Gamboa,/register/player.fcgi?id=gamboa001tom,CHC,1999
4537,50,us US,"Jul 30, 1970",Manager,Apr 1,Oct 3,Derek Shelton,/managers/sheltde99.shtml,PIT,2021
4538,41,us US,"Feb 15, 1980",Bench,Apr 1,,Don Kelly,/players/k/kellydo01.shtml,PIT,2021
4539,48,us US,"Mar 4, 1973",Hitting,Apr 1,,Rick Eckstein,/register/player.fcgi?id=eckste000ric,PIT,2021
4540,34,us US,"Jul 30, 1986",Hitting,Apr 1,,Christian Marrero,/register/player.fcgi?id=marrer001chr,PIT,2021
4541,38,,"Dec 5, 1982",Pitching,Apr 1,,Oscar Marin,/register/player.fcgi?id=marin-001osc,PIT,2021
4542,41,us US,"Feb 10, 1980",Bullpen,Apr 1,,Justin Meccage,/register/player.fcgi?id=meccag001jus,PIT,2021
4543,47,us US,"Dec 25, 1973",First Base,Apr 1,,Tarrik Brock,/players/b/brockta01.shtml,PIT,2021
4544,56,pr PR,"May 14, 1965",Third Base,Apr 1,,Joey Cora,/players/c/corajo01.shtml,PIT,2021
4545,35,us US,"Nov 16, 1985",Bullpen Catcher/Catching Assistant,Apr 1,,Jordan Comadena,/register/player.fcgi?id=comade001jor,PIT,2021
4546,60,us US,"Sep 26, 1960",Coach,Apr 1,,Glenn Sherlock,/register/player.fcgi?id=sherlo001gle,PIT,2021
4547,54,ve VE,"Dec 20, 1966",Coaching Assistant,Apr 1,,Jose Andrade,/register/player.fcgi?id=andrad001jos,PIT,2021
4548,41,us US,"Jan 17, 1980",Major League Field Coordinator,Apr 1,,Mike Rabelo,/players/r/rabelmi01.shtml,PIT,2021
4549,49,us US,"Jul 30, 1970",Manager,Jul 24,Sep 27,Derek Shelton,/managers/sheltde99.shtml,PIT,2020
4550,40,us US,"Feb 15, 1980",Bench,Jul 24,,Don Kelly,/players/k/kellydo01.shtml,PIT,2020
4551,47,us US,"Mar 4, 1973",Hitting,Jul 24,,Rick Eckstein,/register/player.fcgi?id=eckste000ric,PIT,2020
4552,40,us US,"Jan 17, 1980",Hitting,Jul 24,,Mike Rabelo,/players/r/rabelmi01.shtml,PIT,2020
4553,37,,"Dec 5, 1982",Pitching,Jul 24,,Oscar Marin,/register/player.fcgi?id=marin-001osc,PIT,2020
4554,40,us US,"Feb 10, 1980",Bullpen,Jul 24,,Justin Meccage,/register/player.fcgi?id=meccag001jus,PIT,2020
4555,46,us US,"Dec 25, 1973",First Base,Jul 24,,Tarrik Brock,/players/b/brockta01.shtml,PIT,2020
4556,55,pr PR,"May 14, 1965",Third Base,Jul 24,,Joey Cora,/players/c/corajo01.shtml,PIT,2020
4557,61,us US,"Jul 30, 1957",Manager,Mar 28,Sep 28,Clint Hurdle,/managers/hurdlcl01.shtml,PIT,2019
4558,54,us US,"Aug 13, 1964",Manager,Sep 29,Sep 29,Tom Prince,/players/p/princto01.shtml,PIT,2019
4559,54,us US,"Aug 13, 1964",Bench,Mar 28,,Tom Prince,/players/p/princto01.shtml,PIT,2019
4560,46,us US,"Mar 4, 1973",Hitting,Mar 28,,Rick Eckstein,/register/player.fcgi?id=eckste000ric,PIT,2019
4561,46,us US,"Jan 28, 1973",Assistant Hitting,Mar 28,,Jacob Cruz,/players/c/cruzja01.shtml,PIT,2019
4562,64,us US,"May 1, 1955",Pitching,Mar 28,,Ray Searage,/players/s/searara01.shtml,PIT,2019
4563,39,us US,"Feb 10, 1980",Assistant Pitching,Mar 28,,Justin Meccage,/register/player.fcgi?id=meccag001jus,PIT,2019
4564,51,cu CU,"Aug 25, 1967",Bullpen,Mar 28,,Euky Rojas,/register/player.fcgi?id=rojas-001euc,PIT,2019
4565,46,us US,"Jul 21, 1972",First Base,Mar 28,,Kimera Bartee,/players/b/barteki01.shtml,PIT,2019
4566,54,pr PR,"May 14, 1965",Third Base,Mar 28,,Joey Cora,/players/c/corajo01.shtml,PIT,2019
4567,33,us US,"Nov 16, 1985",Bullpen Catcher,Mar 28,,Jordan Comadena,/register/player.fcgi?id=comade001jor,PIT,2019
4568,62,us US,"Jan 16, 1957",Coach,Mar 28,,Dave Jauss,/register/player.fcgi?id=jauss-001dav,PIT,2019
4569,52,ve VE,"Dec 20, 1966",Coaching Assistant,Mar 28,,Jose Andrade,/register/player.fcgi?id=andrad001jos,PIT,2019
4570,60,us US,"Jul 30, 1957",Manager,Mar 30,Sep 30,Clint Hurdle,/managers/hurdlcl01.shtml,PIT,2018
4571,53,us US,"Aug 13, 1964",Bench,Mar 30,Sep 30,Tom Prince,/players/p/princto01.shtml,PIT,2018
4572,51,us US,"Jan 26, 1967",Hitting,Mar 30,Sep 30,Jeff Branson,/players/b/bransje01.shtml,PIT,2018
4573,52,us US,"May 24, 1966",Hitting,Mar 30,Sep 30,Jeff Livesey,/register/player.fcgi?id=livese001jef,PIT,2018
4574,63,us US,"May 1, 1955",Pitching,Mar 30,Sep 30,Ray Searage,/players/s/searara01.shtml,PIT,2018
4575,50,cu CU,"Aug 25, 1967",Bullpen,Mar 30,Sep 30,Euky Rojas,/register/player.fcgi?id=rojas-001euc,PIT,2018
4576,45,us US,"Jul 21, 1972",First base,Mar 30,Sep 30,Kimera Bartee,/players/b/barteki01.shtml,PIT,2018
4577,53,pr PR,"May 14, 1965",Third base,Mar 30,Sep 30,Joey Cora,/players/c/corajo01.shtml,PIT,2018
4578,59,us US,"Jul 30, 1957",Manager,Apr 3,Oct 1,Clint Hurdle,/managers/hurdlcl01.shtml,PIT,2017
4579,52,us US,"Aug 13, 1964",Bench,Apr 3,Oct 1,Tom Prince,/players/p/princto01.shtml,PIT,2017
4580,50,us US,"Jan 26, 1967",Hitting,Apr 3,Oct 1,Jeff Branson,/players/b/bransje01.shtml,PIT,2017
4581,51,us US,"May 24, 1966",Hitting,Apr 3,Oct 1,Jeff Livesey,/register/player.fcgi?id=livese001jef,PIT,2017
4582,62,us US,"May 1, 1955",Pitching,Apr 3,Oct 1,Ray Searage,/players/s/searara01.shtml,PIT,2017
4583,49,cu CU,"Aug 25, 1967",Bullpen,Apr 3,Oct 1,Euky Rojas,/register/player.fcgi?id=rojas-001euc,PIT,2017
4584,44,us US,"Jul 21, 1972",First base,Apr 3,Oct 1,Kimera Bartee,/players/b/barteki01.shtml,PIT,2017
4585,52,pr PR,"May 14, 1965",Third base,Apr 3,Oct 1,Joey Cora,/players/c/corajo01.shtml,PIT,2017
4586,58,us US,"Jul 30, 1957",Manager,Apr 3,Oct 2,Clint Hurdle,/managers/hurdlcl01.shtml,PIT,2016
4587,59,us US,"Jan 16, 1957",Bench,Apr 3,Oct 2,Dave Jauss,/register/player.fcgi?id=jauss-001dav,PIT,2016
4588,49,us US,"Jan 26, 1967",Hitting,Apr 3,Oct 2,Jeff Branson,/players/b/bransje01.shtml,PIT,2016
4589,50,us US,"May 24, 1966",Hitting,Apr 3,Oct 2,Jeff Livesey,/register/player.fcgi?id=livese001jef,PIT,2016
4590,61,us US,"May 1, 1955",Pitching,Apr 3,Oct 2,Ray Searage,/players/s/searara01.shtml,PIT,2016
4591,48,cu CU,"Aug 25, 1967",Bullpen,Apr 3,Oct 2,Euky Rojas,/register/player.fcgi?id=rojas-001euc,PIT,2016
4592,62,us US,"Aug 16, 1953",First base,Apr 3,Oct 2,Nick Leyva,/managers/leyvani99.shtml,PIT,2016
4593,59,us US,"Dec 16, 1956",Third base,Apr 3,Oct 2,Rick Sofield,/players/s/sofieri01.shtml,PIT,2016
4594,57,us US,"Jul 30, 1957",Manager,Apr 6,Oct 4,Clint Hurdle,/managers/hurdlcl01.shtml,PIT,2015
4595,58,us US,"Jan 16, 1957",Bench,Apr 6,Oct 4,Dave Jauss,/register/player.fcgi?id=jauss-001dav,PIT,2015
4596,48,us US,"Jan 26, 1967",Hitting,Apr 6,Oct 4,Jeff Branson,/players/b/bransje01.shtml,PIT,2015
4597,49,us US,"May 24, 1966",Hitting,Apr 6,Oct 4,Jeff Livesey,/register/player.fcgi?id=livese001jef,PIT,2015
4598,60,us US,"May 1, 1955",Pitching,Apr 6,Oct 4,Ray Searage,/players/s/searara01.shtml,PIT,2015
4599,47,cu CU,"Aug 25, 1967",Bullpen,Apr 6,Oct 4,Euky Rojas,/register/player.fcgi?id=rojas-001euc,PIT,2015
4600,61,us US,"Aug 16, 1953",First base,Apr 6,Oct 4,Nick Leyva,/managers/leyvani99.shtml,PIT,2015
4601,58,us US,"Dec 16, 1956",Third base,Apr 6,Oct 4,Rick Sofield,/players/s/sofieri01.shtml,PIT,2015
4602,56,us US,"Jul 30, 1957",Manager,Mar 31,Sep 28,Clint Hurdle,/managers/hurdlcl01.shtml,PIT,2014
4603,50,us US,"Jan 15, 1964",Bench,Mar 31,Sep 28,Jeff Banister,/managers/banisje01.shtml,PIT,2014
4604,57,us US,"Jan 16, 1957",Bench,Mar 31,Sep 28,Dave Jauss,/register/player.fcgi?id=jauss-001dav,PIT,2014
4605,47,us US,"Jan 26, 1967",Hitting,Mar 31,Sep 28,Jeff Branson,/players/b/bransje01.shtml,PIT,2014
4606,59,us US,"May 1, 1955",Pitching,Mar 31,Sep 28,Ray Searage,/players/s/searara01.shtml,PIT,2014
4607,46,cu CU,"Aug 25, 1967",Bullpen,Mar 31,Sep 28,Euky Rojas,/register/player.fcgi?id=rojas-001euc,PIT,2014
4608,57,us US,"Dec 16, 1956",First base,Mar 31,Sep 28,Rick Sofield,/players/s/sofieri01.shtml,PIT,2014
4609,60,us US,"Aug 16, 1953",Third base,Mar 31,Sep 28,Nick Leyva,/managers/leyvani99.shtml,PIT,2014
4610,55,us US,"Jul 30, 1957",Manager,Apr 1,Sep 29,Clint Hurdle,/managers/hurdlcl01.shtml,PIT,2013
4611,49,us US,"Jan 15, 1964",Bench,Apr 1,Sep 29,Jeff Banister,/managers/banisje01.shtml,PIT,2013
4612,56,us US,"Jan 16, 1957",Bench,Apr 1,Sep 29,Dave Jauss,/register/player.fcgi?id=jauss-001dav,PIT,2013
4613,47,us US,"Dec 11, 1965",Hitting,Apr 1,Sep 29,Jay Bell,/players/b/bellja01.shtml,PIT,2013
4614,58,us US,"May 1, 1955",Pitching,Apr 1,Sep 29,Ray Searage,/players/s/searara01.shtml,PIT,2013
4615,45,cu CU,"Aug 25, 1967",Bullpen,Apr 1,Sep 29,Euky Rojas,/register/player.fcgi?id=rojas-001euc,PIT,2013
4616,56,us US,"Dec 16, 1956",First base,Apr 1,Sep 29,Rick Sofield,/players/s/sofieri01.shtml,PIT,2013
4617,59,us US,"Aug 16, 1953",Third base,Apr 1,Sep 29,Nick Leyva,/managers/leyvani99.shtml,PIT,2013
4618,54,us US,"Jul 30, 1957",Manager,Apr 5,Oct 3,Clint Hurdle,/managers/hurdlcl01.shtml,PIT,2012
4619,48,us US,"Jan 15, 1964",Bench,Apr 5,Oct 3,Jeff Banister,/managers/banisje01.shtml,PIT,2012
4620,48,us US,"Jan 25, 1964",Hitting,Apr 5,Oct 3,Gregg Ritchie,/register/player.fcgi?id=ritchi001gre,PIT,2012
4621,57,us US,"May 1, 1955",Pitching,Apr 5,Oct 3,Ray Searage,/players/s/searara01.shtml,PIT,2012
4622,44,cu CU,"Aug 25, 1967",Bullpen,Apr 5,Oct 3,Euky Rojas,/register/player.fcgi?id=rojas-001euc,PIT,2012
4623,55,do DO,"Oct 23, 1956",First base,Apr 5,Oct 3,Luis Silverio,/players/s/silvelu01.shtml,PIT,2012
4624,58,us US,"Aug 16, 1953",Third base,Apr 5,Oct 3,Nick Leyva,/managers/leyvani99.shtml,PIT,2012
4625,53,us US,"Jul 30, 1957",Manager,Apr 1,Sep 28,Clint Hurdle,/managers/hurdlcl01.shtml,PIT,2011
4626,47,us US,"Jan 15, 1964",Bench,Apr 1,Sep 28,Jeff Banister,/managers/banisje01.shtml,PIT,2011
4627,47,us US,"Jan 25, 1964",Hitting,Apr 1,Sep 28,Gregg Ritchie,/register/player.fcgi?id=ritchi001gre,PIT,2011
4628,56,us US,"May 1, 1955",Pitching,Apr 1,Sep 28,Ray Searage,/players/s/searara01.shtml,PIT,2011
4629,43,cu CU,"Aug 25, 1967",Bullpen,Apr 1,Sep 28,Euky Rojas,/register/player.fcgi?id=rojas-001euc,PIT,2011
4630,54,do DO,"Oct 23, 1956",First base,Apr 1,Sep 28,Luis Silverio,/players/s/silvelu01.shtml,PIT,2011
4631,57,us US,"Aug 16, 1953",Third base,Apr 1,Sep 28,Nick Leyva,/managers/leyvani99.shtml,PIT,2011
4632,49,us US,"Jan 5, 1961",Manager,Apr 5,Oct 3,John Russell,/players/r/russejo02.shtml,PIT,2010
4633,49,us US,"Jun 20, 1961",Bench,Apr 5,Aug 7,Gary Varsho,/players/v/varshga01.shtml,PIT,2010
4634,46,us US,"Jan 15, 1964",Bench,Aug 10,Oct 3,Jeff Banister,/managers/banisje01.shtml,PIT,2010
4635,48,us US,"Mar 17, 1962",Hitting,Apr 5,Oct 3,Don Long,/register/player.fcgi?id=long--001don,PIT,2010
4636,56,us US,"Jan 30, 1954",Pitching,Apr 5,Aug 7,Joe Kerrigan,/players/k/kerrijo01.shtml,PIT,2010
